frequency_hz,rocof_hz_s,voltage_pu,total_demand_mw,total_gen_mw,net_power_deficit_mw,line_loading_pct,solar_gen_mw,wind_gen_mw,battery_soc_pct,ev_load_mw,industrial_load_mw,datacenter_load_mw,hospital_load_mw,fault_type,blackout_risk_pct,highest_risk_sector,recommended_prevention
50.091,0.1492,1.003,114.03,119.5,-5.47,81.83,34.89,19.61,80.8,7.62,44.37,10.38,8.0,INDUSTRIAL_INRUSH,9.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.008,-0.0393,0.9975,99.54,98.95,0.59,71.56,14.91,19.04,60.9,7.51,29.11,10.03,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.965,-0.0604,0.9976,113.25,112.04,1.21,81.84,32.9,14.14,66.3,22.71,27.98,9.89,8.0,EV_SURGE,12.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.949,-0.1168,0.9978,100.7,93.72,6.98,71.63,8.91,19.8,78.1,7.1,29.42,9.83,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.898,-0.1927,0.9962,95.88,92.95,2.92,68.75,8.3,19.65,27.1,7.57,27.5,9.88,8.0,BESS_OUTAGE,30.8,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.726,-0.5604,0.9942,110.8,82.05,28.75,79.03,1.2,15.85,79.7,7.18,40.97,10.5,8.0,INDUSTRIAL_INRUSH,18.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.984,-0.0255,1.0004,100.58,100.16,0.42,71.88,18.12,17.04,49.9,6.99,30.44,10.45,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.89,-0.1822,0.9971,114.81,99.84,14.97,82.87,16.98,17.86,61.6,23.25,29.22,10.9,8.0,EV_SURGE,16.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.662,-0.6198,0.9913,115.3,85.22,30.09,82.49,3.08,17.13,78.0,24.1,29.66,9.62,8.0,EV_SURGE,27.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.08,0.0373,0.9985,101.02,103.4,-2.38,72.49,28.4,10.0,66.6,7.03,30.67,10.11,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.895,-0.1416,1.0004,101.24,88.56,12.68,71.74,5.18,18.38,65.1,7.82,30.21,10.55,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.288,0.6227,1.0101,99.36,108.73,-9.37,69.78,31.67,12.06,20.9,6.95,31.21,9.14,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.95,-0.1513,0.9979,98.95,88.6,10.35,70.28,5.68,17.91,58.1,6.97,30.14,10.03,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.992,-0.0531,0.9999,102.53,101.65,0.89,73.12,25.94,10.71,67.9,7.52,30.8,10.74,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.867,-0.1699,0.9946,114.31,101.1,13.21,81.4,24.31,11.79,75.0,7.2,30.67,24.34,8.0,DATACENTER_SPIKE,16.7,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.063,0.0979,1.0029,100.81,106.67,-5.86,72.66,30.69,10.97,75.0,6.88,29.12,10.34,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.935,-0.1039,0.9975,100.46,92.35,8.1,71.58,19.23,8.12,83.9,6.87,30.28,10.49,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.016,-0.037,1.0009,100.5,99.89,0.62,71.86,17.13,17.76,47.7,6.88,29.66,10.16,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.043,0.0866,0.9983,114.0,117.81,-3.81,82.08,34.5,18.31,54.9,7.82,28.78,24.34,8.0,DATACENTER_SPIKE,11.0,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.057,0.0521,0.9998,99.33,100.4,-1.07,70.71,19.3,16.09,52.2,6.63,29.98,10.0,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.857,-0.2353,0.9942,101.2,84.64,16.56,72.52,9.21,10.43,56.1,6.6,31.5,10.1,8.0,WIND_STALL,8.4,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.035,0.0643,0.9989,112.69,116.14,-3.45,80.26,34.08,17.06,58.2,6.94,30.12,22.54,8.0,DATACENTER_SPIKE,8.1,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.859,-0.2431,0.9955,100.81,83.32,17.5,71.99,8.3,10.01,70.2,6.41,30.54,10.03,8.0,SOLAR_DROP,7.5,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.862,-0.1685,0.996,98.77,82.87,15.9,70.06,7.77,10.1,62.4,7.04,30.47,10.06,8.0,SOLAR_DROP,7.1,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.866,-0.1803,0.9976,111.52,98.9,12.62,80.3,14.81,19.09,65.6,7.07,30.1,21.36,8.0,DATACENTER_SPIKE,13.4,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.977,-0.0493,0.998,113.21,108.54,4.68,81.31,31.59,11.95,61.8,6.94,29.18,23.24,8.0,DATACENTER_SPIKE,10.9,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.914,-0.1341,0.9957,111.58,102.2,9.38,79.82,26.94,10.25,66.0,6.52,41.34,10.36,8.0,INDUSTRIAL_INRUSH,12.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.896,-0.1634,0.9957,100.25,86.4,13.86,71.89,3.9,17.5,77.8,6.39,30.99,9.85,8.0,SOLAR_DROP,6.2,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.931,-0.1746,1.0006,122.79,112.32,10.47,87.69,32.99,14.33,62.9,28.85,30.07,9.64,8.0,EV_SURGE,20.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.049,0.1073,0.9981,100.15,104.96,-4.81,71.12,29.67,10.29,63.5,6.98,29.05,10.57,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.934,-0.082,0.9968,98.65,92.56,6.09,69.95,18.75,8.81,62.4,7.03,30.17,10.15,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.854,-0.243,0.9953,100.01,84.02,16.0,70.64,9.19,9.83,56.9,6.37,30.07,10.79,8.0,WIND_STALL,7.8,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.851,-0.2403,0.9972,117.93,99.75,18.18,85.33,16.73,18.03,76.8,6.85,47.42,10.45,8.0,INDUSTRIAL_INRUSH,21.1,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.893,-0.2699,0.9958,99.22,81.69,17.53,71.69,0.98,15.7,48.2,7.76,29.75,9.58,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.017,0.0702,1.0089,115.42,119.3,-3.88,82.84,34.84,19.45,82.4,21.6,29.55,10.13,8.0,EV_SURGE,11.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.177,0.2433,1.0079,100.81,112.43,-11.61,72.68,33.02,14.41,83.9,7.01,30.62,10.37,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.915,-0.17,0.9966,98.92,89.25,9.68,70.88,14.0,10.25,41.8,6.86,29.57,10.16,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.004,-0.0015,1.0073,99.82,99.79,0.03,71.65,16.84,17.95,67.9,7.13,31.34,9.53,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.92,-0.1432,0.9965,110.68,101.43,9.25,79.65,25.41,11.02,41.2,7.57,39.53,10.05,8.0,INDUSTRIAL_INRUSH,11.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.735,-0.6325,0.9969,112.38,82.61,29.77,80.65,1.53,16.08,58.9,7.26,42.45,9.67,8.0,INDUSTRIAL_INRUSH,18.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.946,-0.1315,1.0001,111.65,103.53,8.12,79.69,28.52,10.01,81.8,7.42,28.63,21.64,8.0,DATACENTER_SPIKE,8.4,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.151,0.1486,1.006,98.7,102.45,-3.75,70.06,27.31,10.14,34.2,6.73,29.45,9.71,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
49.843,-0.1611,0.999,100.21,88.36,11.85,71.22,13.09,10.27,77.4,7.2,30.27,10.04,8.0,SOLAR_DROP,5.9,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.89,-0.1922,0.9962,100.54,86.19,14.35,72.2,11.02,10.16,66.5,7.4,30.69,9.89,8.0,SOLAR_DROP,6.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.867,-0.2438,0.9965,99.84,81.02,18.81,71.04,0.39,15.63,82.1,7.33,28.99,10.22,8.0,SOLAR_DROP,6.6,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.876,-0.1677,0.9993,102.02,89.52,12.5,73.16,9.03,15.49,62.6,7.31,29.91,10.25,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.047,0.0781,0.9984,98.76,100.46,-1.7,70.84,19.71,15.75,75.6,7.06,28.46,10.83,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.164,0.2309,1.0086,99.98,114.35,-14.37,70.82,33.6,15.75,47.4,6.47,29.35,10.24,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.059,0.0832,1.0035,101.33,102.92,-1.6,72.04,27.9,10.02,48.8,7.34,30.7,10.19,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.191,0.377,1.0017,99.75,116.86,-17.1,71.47,34.27,17.59,69.1,7.03,29.74,9.71,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.08,0.1451,1.0021,99.82,105.01,-5.19,70.61,32.65,7.37,50.2,6.42,29.76,9.72,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.07,0.1491,0.9976,99.21,105.14,-5.93,70.68,32.78,7.36,63.7,7.08,28.4,9.84,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.867,-0.2496,0.9963,117.33,100.93,16.4,84.97,23.47,12.45,49.9,25.61,29.54,10.19,8.0,EV_SURGE,20.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.156,0.2798,1.0046,98.09,110.67,-12.57,69.99,34.98,10.68,43.1,6.87,28.94,9.95,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.84,-0.3531,0.9955,117.43,95.75,21.68,84.22,10.75,20.0,55.6,27.38,28.04,9.17,8.0,EV_SURGE,21.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.064,0.1253,1.0054,114.43,116.42,-1.99,81.74,34.15,17.26,81.8,20.91,29.94,9.84,8.0,EV_SURGE,9.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.895,-0.1745,0.9979,100.92,85.16,15.77,71.76,3.05,17.11,81.5,6.66,31.66,9.68,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.935,-0.0662,1.0003,103.08,98.25,4.83,72.91,13.74,19.51,56.9,6.93,31.87,9.66,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.001,-0.0542,0.9975,103.75,100.57,3.18,73.77,20.54,15.03,44.4,7.45,30.75,10.29,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.847,-0.2554,0.9941,114.94,100.4,14.55,81.64,19.3,16.1,61.8,20.91,29.97,10.4,8.0,EV_SURGE,18.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.881,-0.2732,0.9933,118.29,100.89,17.39,84.71,23.26,12.64,49.0,7.35,46.92,9.92,8.0,INDUSTRIAL_INRUSH,21.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.243,0.3986,1.0053,98.74,113.82,-15.08,70.51,33.45,15.38,78.9,7.09,29.24,9.88,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.943,-0.0654,1.0003,118.96,114.48,4.48,85.35,33.64,15.85,48.6,6.68,48.22,9.96,8.0,INDUSTRIAL_INRUSH,16.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.979,-0.0542,0.9973,96.48,95.68,0.8,68.58,14.9,15.77,68.6,7.19,28.48,9.47,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.018,0.0662,1.0029,99.61,102.47,-2.86,71.36,27.34,10.13,81.9,7.05,29.49,10.69,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.028,0.0319,1.0022,117.93,118.7,-0.76,85.14,34.71,18.99,61.4,23.91,30.02,10.04,8.0,EV_SURGE,14.2,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.903,-0.1526,1.0011,98.81,87.13,11.67,70.53,2.63,19.51,49.6,7.08,30.03,9.22,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.234,0.4216,1.0024,101.17,117.02,-15.85,72.14,34.31,17.71,76.6,7.01,31.1,10.31,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.854,-0.3508,0.9947,101.2,80.86,20.34,72.12,6.52,9.34,51.1,7.0,30.24,10.37,8.0,WIND_STALL,8.2,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.723,-0.4544,0.9899,114.63,85.04,29.59,82.96,2.97,17.06,81.0,7.01,45.65,10.11,8.0,INDUSTRIAL_INRUSH,26.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.044,0.0607,1.0041,101.02,103.88,-2.85,72.4,32.11,6.77,79.1,6.9,30.98,9.41,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.976,-0.0574,0.997,99.92,95.56,4.36,72.07,10.56,20.0,63.8,6.23,31.21,9.64,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.109,0.1155,1.0033,99.68,107.08,-7.41,70.33,33.94,8.14,68.7,7.41,29.83,9.59,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.874,-0.2165,0.995,116.58,100.67,15.91,83.79,21.42,14.24,41.6,23.02,30.53,9.51,8.0,EV_SURGE,19.6,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.867,-0.2387,0.9867,100.17,83.38,16.79,71.6,1.98,16.4,84.9,6.56,30.25,9.64,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.992,-0.0683,0.9999,109.01,104.45,4.56,78.18,29.3,10.15,58.7,6.78,28.94,19.54,8.0,DATACENTER_SPIKE,5.0,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.042,0.1049,1.0011,100.4,104.53,-4.13,72.44,29.36,10.17,84.9,7.19,29.22,10.81,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.984,-0.0562,1.0003,101.35,97.3,4.04,71.78,12.46,19.85,47.4,7.17,30.93,8.98,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.185,0.4271,1.0071,99.16,114.47,-15.31,70.39,33.63,15.84,41.4,7.09,28.82,10.03,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.07,0.088,1.0016,100.63,101.89,-1.25,72.04,26.42,10.47,73.4,7.12,30.02,10.17,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.807,-0.256,0.9905,100.64,75.15,25.49,70.87,1.67,8.48,68.3,7.1,30.88,9.75,8.0,WIND_STALL,12.4,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
50.281,0.3659,1.0122,97.54,119.37,-21.83,69.89,34.86,19.51,46.1,6.65,28.43,9.73,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.271,0.4657,1.0066,100.76,119.99,-19.24,72.58,35.0,20.0,66.4,6.98,31.01,10.17,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.835,-0.2512,0.9892,116.17,97.43,18.75,82.93,12.61,19.82,74.6,23.64,29.78,9.73,8.0,EV_SURGE,23.3,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.834,-0.1995,0.9924,102.01,81.49,20.52,72.16,5.77,10.72,40.7,7.12,31.21,10.46,8.0,SOLAR_DROP,10.3,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.904,-0.1432,0.9952,111.07,100.02,11.05,80.51,17.56,17.45,48.3,6.69,40.14,10.25,8.0,INDUSTRIAL_INRUSH,13.9,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.039,0.0771,1.0041,115.33,118.97,-3.64,83.36,34.77,19.2,74.3,22.79,29.25,9.78,8.0,EV_SURGE,11.7,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.913,-0.2025,0.9983,120.51,106.52,14.0,85.57,30.61,10.9,77.6,25.82,31.6,10.2,8.0,EV_SURGE,18.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.04,0.0633,1.0041,100.26,103.97,-3.71,71.37,28.92,10.06,44.6,7.12,29.86,10.57,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.88,-0.2644,0.9954,116.72,100.42,16.3,83.68,19.43,15.99,79.1,22.61,29.59,10.62,8.0,EV_SURGE,19.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.759,-0.5913,0.9931,117.33,88.87,28.46,83.85,5.38,18.49,73.0,7.2,46.79,10.37,8.0,INDUSTRIAL_INRUSH,24.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.007,-0.001,0.9959,118.21,118.18,0.03,84.53,34.59,18.59,66.8,23.56,30.81,10.36,8.0,EV_SURGE,15.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.923,-0.1312,0.9997,115.59,105.43,10.16,82.72,29.98,10.45,79.3,7.03,43.32,10.27,8.0,INDUSTRIAL_INRUSH,13.5,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.044,0.0895,0.9998,114.51,119.98,-5.47,82.54,34.99,19.98,61.4,6.95,45.23,9.63,8.0,INDUSTRIAL_INRUSH,10.7,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.031,0.0246,1.0001,101.29,101.79,-0.5,72.18,26.24,10.55,62.9,6.79,30.77,9.98,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.014,0.075,1.0034,98.2,101.41,-3.21,69.89,25.37,11.05,69.9,7.25,29.46,9.65,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.949,-0.0646,0.9966,101.28,96.55,4.73,73.02,26.27,5.28,63.7,6.72,29.81,9.98,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.829,-0.31,0.997,100.11,74.8,25.31,71.94,0.74,9.07,41.1,6.74,30.76,10.49,8.0,WIND_STALL,7.6,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.924,-0.1682,0.9951,99.75,87.48,12.27,70.88,9.61,12.87,48.0,6.96,29.93,9.42,8.0,SOLAR_DROP,5.6,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
50.2,0.2209,1.0071,98.1,112.0,-13.91,69.44,32.88,14.12,52.4,7.16,28.38,10.24,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.03,0.0644,1.0014,116.56,117.62,-1.07,84.71,34.45,18.17,45.2,6.94,45.76,10.13,8.0,INDUSTRIAL_INRUSH,13.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.811,-0.3139,0.9982,119.76,98.93,20.83,86.38,14.87,19.06,58.6,27.57,29.94,9.75,8.0,EV_SURGE,23.4,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
49.898,-0.1467,0.9996,112.63,100.27,12.37,81.2,18.59,16.68,79.6,7.03,42.98,10.18,8.0,INDUSTRIAL_INRUSH,12.3,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
50.041,0.0664,1.0034,100.13,103.97,-3.84,70.38,31.73,7.23,63.6,7.43,29.88,9.5,8.0,WIND_STALL,5.0,WIND_FARM,Command turbine blade pitch compensation & AGC governor reserve ramp.
49.92,-0.1937,0.998,114.27,101.58,12.69,82.1,25.8,10.79,48.1,6.73,45.54,9.5,8.0,INDUSTRIAL_INRUSH,13.8,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.868,-0.1658,0.9948,97.46,81.99,15.46,69.07,4.81,12.18,63.3,6.82,27.6,9.74,8.0,SOLAR_DROP,7.6,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.904,-0.1587,0.9965,111.15,101.3,9.84,78.87,25.05,11.26,44.1,6.8,30.59,19.37,8.0,DATACENTER_SPIKE,10.8,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
49.927,-0.0991,0.9987,109.91,100.55,9.35,78.86,20.42,15.13,60.9,6.95,29.06,19.53,8.0,DATACENTER_SPIKE,8.6,AI_DATACENTER,AI cluster compute power cap & BESS localized peak shaving.
50.061,0.0723,0.9959,100.94,104.74,-3.79,72.42,29.51,10.23,59.1,6.84,30.58,10.27,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.239,0.3166,1.0034,98.89,117.86,-18.97,70.24,34.51,18.35,66.6,6.88,29.21,9.85,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.854,-0.2599,1.0002,114.46,95.09,19.37,81.97,10.12,19.97,70.4,6.74,44.8,10.8,8.0,INDUSTRIAL_INRUSH,14.6,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.957,-0.1063,0.9966,119.64,111.33,8.31,86.36,32.66,13.67,47.5,7.32,48.35,10.56,8.0,INDUSTRIAL_INRUSH,19.4,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.948,-0.0753,0.9928,99.13,94.55,4.58,70.54,12.37,17.17,58.5,6.96,29.38,10.16,8.0,SOLAR_DROP,6.2,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.445,-0.7754,0.9767,118.37,81.1,37.27,84.91,0.64,15.46,59.8,25.03,31.5,9.59,8.0,EV_SURGE,47.0,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.079,0.1556,1.0015,111.36,118.76,-7.39,79.64,34.72,19.03,70.0,6.68,43.04,9.33,8.0,INDUSTRIAL_INRUSH,6.5,INDUSTRIAL,Activate STATCOM reactive voltage support & engage interruptible tariff shedding.
49.695,-0.3816,0.9926,116.49,87.25,29.24,83.74,4.34,17.91,58.9,23.31,30.08,10.6,8.0,EV_SURGE,27.1,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.223,0.3281,1.0144,99.65,106.03,-6.37,71.93,30.34,10.69,21.7,6.8,28.82,9.55,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.038,0.0718,1.0039,113.36,114.44,-1.08,81.09,33.62,15.82,77.6,20.03,29.59,10.16,8.0,EV_SURGE,8.5,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.659,0.9383,1.0256,97.97,117.26,-19.29,70.0,34.37,17.9,24.6,7.01,29.39,9.39,8.0,BESS_OUTAGE,25.0,BESS_STATION,Emergency demand-response load curtailment. Fast-trip substation feeder protection armed.
50.033,0.0761,1.0066,113.23,117.74,-4.51,80.92,34.48,18.26,64.0,19.82,30.03,10.51,8.0,EV_SURGE,8.3,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.045,0.0615,1.0054,99.95,102.99,-3.04,71.04,27.97,10.02,61.1,6.53,31.9,9.23,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
50.008,0.0276,1.0036,100.84,101.27,-0.44,71.98,24.96,11.32,74.2,7.35,30.28,9.58,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.96,-0.0421,1.0017,98.74,94.53,4.21,69.94,9.57,19.96,67.7,7.04,28.82,9.78,8.0,SOLAR_DROP,5.0,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.828,-0.3181,0.9966,100.32,80.96,19.36,71.09,0.24,15.71,81.8,7.46,29.92,10.4,8.0,SOLAR_DROP,7.8,SOLAR_FARM,Inject BESS synthetic inertia +15MW & ramp utility interconnect spinning reserve.
49.898,-0.1496,0.9957,97.85,87.27,10.58,69.32,4.35,17.92,41.2,7.37,29.11,10.15,8.0,NOMINAL,5.0,NONE,Nominal operating envelope. Spinning reserves active.
49.863,-0.1448,0.9962,117.89,103.3,14.59,84.96,28.3,10.0,63.8,26.8,29.38,9.88,8.0,EV_SURGE,20.9,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
50.07,0.0832,1.0026,113.0,116.96,-3.96,80.59,34.29,17.67,48.3,20.0,30.53,10.37,8.0,EV_SURGE,7.8,EV_PLAZA,Dispatch BESS +18MW & Throttle EV Plaza chargers by 25%. Hospital locked immune.
