Timestamp_s,Voltage_pu,Frequency_Hz,TotalGen_MW,TotalLoad_MW,SolarGen_MW,WindGen_MW,BESS_SOC_Pct,BESS_Power_MW,EVDemand_MW,GridHealthIndex_Pct,ControllerState,FaultCode,AI_AnomalyScore
23.3,1.00445,60,11.37,11.37,2.5,3,74.6750000000014,2.5,1.8,84.5,DISTURBANCE,10,0.85
23.4,1.00445,60,11.37,11.37,2.5,3,74.6736111111125,2.5,1.8,84.5,DISTURBANCE,10,0.85
23.5,1.00445,60,11.37,11.37,2.5,3,74.6722222222236,2.5,1.8,84.5,DISTURBANCE,10,0.85
23.6,1.00445,60,11.37,11.37,2.5,3,74.6708333333348,2.5,1.8,84.5,DISTURBANCE,10,0.85
23.7,1.00445,60,11.37,11.37,2.5,3,74.6694444444459,2.5,1.8,84.5,DISTURBANCE,10,0.85
23.8,1.00445,60,11.37,11.37,2.5,3,74.668055555557,2.5,1.8,84.5,DISTURBANCE,10,0.85
23.9,1.00445,60,11.37,11.37,2.5,3,74.6666666666681,2.5,1.8,84.5,DISTURBANCE,10,0.85
24,1.00445,60,11.37,11.37,2.5,3,74.6652777777792,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.1,1.00445,60,11.37,11.37,2.5,3,74.6638888888903,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.2,1.00445,60,11.37,11.37,2.5,3,74.6625000000015,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.3,1.00445,60,11.37,11.37,2.5,3,74.6611111111126,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.4,1.00445,60,11.37,11.37,2.5,3,74.6597222222237,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.5,1.00445,60,11.37,11.37,2.5,3,74.6583333333348,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.6,1.00445,60,11.37,11.37,2.5,3,74.6569444444459,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.7,1.00445,60,11.37,11.37,2.5,3,74.655555555557,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.8,1.00445,60,11.37,11.37,2.5,3,74.6541666666682,2.5,1.8,84.5,DISTURBANCE,10,0.85
24.9,1.00445,60,11.37,11.37,2.5,3,74.6527777777793,2.5,1.8,84.5,DISTURBANCE,10,0.85
25,1.00445,60,11.37,11.37,2.5,3,74.6513888888904,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.1,1.00445,60,11.37,11.37,2.5,3,74.6500000000015,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.2,1.00445,60,11.37,11.37,2.5,3,74.6486111111126,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.3,1.00445,60,11.37,11.37,2.5,3,74.6472222222237,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.4,1.00445,60,11.37,11.37,2.5,3,74.6458333333349,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.5,1.00445,60,11.37,11.37,2.5,3,74.644444444446,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.6,1.00445,60,11.37,11.37,2.5,3,74.6430555555571,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.7,1.00445,60,11.37,11.37,2.5,3,74.6416666666682,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.8,1.00445,60,11.37,11.37,2.5,3,74.6402777777793,2.5,1.8,84.5,DISTURBANCE,10,0.85
25.9,1.00445,60,11.37,11.37,2.5,3,74.6388888888904,2.5,1.8,84.5,DISTURBANCE,10,0.85
26,1.00445,60,11.37,11.37,2.5,3,74.6375000000016,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.1,1.00445,60,11.37,11.37,2.5,3,74.6361111111127,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.2,1.00445,60,11.37,11.37,2.5,3,74.6347222222238,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.3,1.00445,60,11.37,11.37,2.5,3,74.6333333333349,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.4,1.00445,60,11.37,11.37,2.5,3,74.631944444446,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.5,1.00445,60,11.37,11.37,2.5,3,74.6305555555572,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.6,1.00445,60,11.37,11.37,2.5,3,74.6291666666683,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.7,1.00445,60,11.37,11.37,2.5,3,74.6277777777794,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.8,1.00445,60,11.37,11.37,2.5,3,74.6263888888905,2.5,1.8,84.5,DISTURBANCE,10,0.85
26.9,1.00445,60,11.37,11.37,2.5,3,74.6250000000016,2.5,1.8,84.5,DISTURBANCE,10,0.85
27,1.00445,60,11.37,11.37,2.5,3,74.6236111111127,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.1,1.00445,60,11.37,11.37,2.5,3,74.6222222222239,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.2,1.00445,60,11.37,11.37,2.5,3,74.620833333335,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.3,1.00445,60,11.37,11.37,2.5,3,74.6194444444461,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.4,1.00445,60,11.37,11.37,2.5,3,74.6180555555572,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.5,1.00445,60,11.37,11.37,2.5,3,74.6166666666683,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.6,1.00445,60,11.37,11.37,2.5,3,74.6152777777794,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.7,1.00445,60,11.37,11.37,2.5,3,74.6138888888906,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.8,1.00445,60,11.37,11.37,2.5,3,74.6125000000017,2.5,1.8,84.5,DISTURBANCE,10,0.85
27.9,1.00445,60,11.37,11.37,2.5,3,74.6111111111128,2.5,1.8,84.5,DISTURBANCE,10,0.85
28,1.00445,60,11.37,11.37,2.5,3,74.6097222222239,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.1,1.00445,60,11.37,11.37,2.5,3,74.608333333335,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.2,1.00445,60,11.37,11.37,2.5,3,74.6069444444461,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.3,1.00445,60,11.37,11.37,2.5,3,74.6055555555573,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.4,1.00445,60,11.37,11.37,2.5,3,74.6041666666684,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.5,1.00445,60,11.37,11.37,2.5,3,74.6027777777795,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.6,1.00445,60,11.37,11.37,2.5,3,74.6013888888906,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.7,1.00445,60,11.37,11.37,2.5,3,74.6000000000017,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.8,1.00445,60,11.37,11.37,2.5,3,74.5986111111128,2.5,1.8,84.5,DISTURBANCE,10,0.85
28.9,1.00445,60,11.37,11.37,2.5,3,74.597222222224,2.5,1.8,84.5,DISTURBANCE,10,0.85
29,1.00445,60,11.37,11.37,2.5,3,74.5958333333351,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.1,1.00445,60,11.37,11.37,2.5,3,74.5944444444462,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.2,1.00445,60,11.37,11.37,2.5,3,74.5930555555573,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.3,1.00445,60,11.37,11.37,2.5,3,74.5916666666684,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.4,1.00445,60,11.37,11.37,2.5,3,74.5902777777795,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.5,1.00445,60,11.37,11.37,2.5,3,74.5888888888907,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.6,1.00445,60,11.37,11.37,2.5,3,74.5875000000018,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.7,1.00445,60,11.37,11.37,2.5,3,74.5861111111129,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.8,1.00445,60,11.37,11.37,2.5,3,74.584722222224,2.5,1.8,84.5,DISTURBANCE,10,0.85
29.9,1.00445,60,11.37,11.37,2.5,3,74.5833333333351,2.5,1.8,84.5,DISTURBANCE,10,0.85
30,1.00445,60,11.37,11.37,2.5,3,74.5819444444463,2.5,1.8,84.5,DISTURBANCE,10,0.85
